Id,Starttime,#Flows,#Packets,#Srcaddr,#Dstaddr,#Bytes,#labels,#UDPUniqEst,#UDPUniqInt,#UDPTotEstFlow,#UDPTotIntFlow,#NewEstUDPCCIP,TotEstUDPCCIP,#NewIntUDPCCIP,TotIntUDPCCIP,TCPCCFlow,TCPCCBytes,WebFlows,GoogleFlows,CCHTTPBytes,CCHTTPFlow,CCHTTP69Flows,CCHTTO69Bytes,TCPCC67FLows,TCPCC62Flows,TCPCC70Flows,TCPCC71Flows,TCPCC80Flows,UDPCCNewEstBytes,WEBBytes,GoogleBytes,SSLGoogleFLows,SSLGoogleBytes,EstDNSFlows,EstDNSBytes,TCPCustEncFlows,TCPCustEncBytes,UDPEstBytes
1698,509400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,509700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,510000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,510300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,510600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,510900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,511200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,511500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,511800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,512100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,512400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,512700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,513000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,513300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,513600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,513900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,514200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,514500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,514800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,515100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,515400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,515700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,516000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,516300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,516600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,516900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,517200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,517500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,517800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,518100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,518400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,518700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,519000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,519300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,519600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,519900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,520200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,520500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,520800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,521100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,521400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,521700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,522000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,522300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,522600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,522900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,523200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,523500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,523800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,524100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,524400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,524700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,525000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,525300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,525600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,525900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,526200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,526500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,526800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,527100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,527400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,527700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,528000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,528300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,528600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,528900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,529200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,529500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,529800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,530100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,530400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,530700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,531000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,531300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,531600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,531900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,532200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,532500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,532800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,533100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,533400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,533700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,534000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,534300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,534600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,534900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,535200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,535500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,535800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,536100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,536400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,536700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,537000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,537300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,537600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,537900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,538200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,538500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,538800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,539100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,539400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,539700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,540000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,540300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,540600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,540900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,541200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,541500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,541800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,542100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,542400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,542700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,543000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,543300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,543600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,543900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,544200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,544500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,544800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,545100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,545400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,545700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,546000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,546300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,546600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,546900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,547200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,547500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,547800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,548100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,548400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,548700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,549000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,549300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,549600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,549900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,550200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,550500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,550800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,551100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,551400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,551700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,552000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,552300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,552600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,552900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,553200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,553500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,553800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,554100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,554400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,554700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,555000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,555300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,555600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,555900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,556200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,556500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,556800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,557100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,557400,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,557700,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,558000,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,558300,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,558600,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,558900,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,559200,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,559500,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,559800,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,560100,0,0,0,0,0,0,0,0,0,0,0,149,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
